unit_number,unit_name,latin_term,latin_genitive,part_of_speech,gender,english_translation,english_definition,german_translation,german_definition,slovak_translation,slovak_definition,notes
7,3rd declension - Adjectives,parietālis,,Adjective,,parietal,"1. relating to the parietal bone 2. relating to the wall of any cavity",parietal,,parietálny,,
7,3rd declension - Adjectives,perforāns,,Adjective,,perforating,penetrating other structures,perforierend,,perforujúci,,
7,3rd declension - Adjectives,permanēns,,Adjective,,permanent,lasting a longer time or forever,permanent,,trvalý,,
7,3rd declension - Adjectives,phlebitis,phlebitidis,Noun,feminine,phlebitis,inflammation of the veins,die Phlebitis,,flebitída,,
7,3rd declension - Adjectives,praemolāris,,Adjective,,premolar,in front of a molar tooth,Prämolar,,premolárny,,
7,3rd declension - Adjectives,prōminēns,,Adjective,,prominent,projecting,hervortretend,,vystupujúci,,
7,3rd declension - Adjectives,recēns,,Adjective,,recent,fresh/new,neu,,čerstvý,,
7,3rd declension - Adjectives,rēctālis,,Adjective,,rectal,relating to the rectum,rektal,,rektálny,,
7,3rd declension - Adjectives,rēnālis,,Adjective,,renal,relating to the kidney(s),renal,,renálny,,
7,3rd declension - Adjectives,sacrālis,,Adjective,,sacral,relating to the sacrum,sakral,,sakrálny,,
7,3rd declension - Adjectives,sclērōsis,sclērōsis,Noun,feminine,sclerosis,hardening of tissue,die Sklerose,,skleróza,,
7,3rd declension - Adjectives,sclērōsis multiplex,,Noun,feminine,multiple sclerosis,disease of the CNS,Multiple Sklerose,,skleróza multiplex,compound term
7,3rd declension - Adjectives,segmentum,segmentī,Noun,neuter,segment,portion,das Segment,,segment,,
7,3rd declension - Adjectives,sēnīlis,,Adjective,,senile,relating to or characteristic of old age,senil,,senilný,,
7,3rd declension - Adjectives,simplex,,Adjective,,simple,,einfach,,jednoduchý,,
7,3rd declension - Adjectives,solūbilis,,Adjective,,soluble,capable of being dissolved,löslich,,rozpustný,,
7,3rd declension - Adjectives,spīnālis,,Adjective,,spinal,relating to the spine,spinal,,spinálny,,
7,3rd declension - Adjectives,superficiālis,,Adjective,,superficial,,oberflächlich,,povrchový,,
7,3rd declension - Adjectives,suprārēnālis,,Adjective,,suprarenal,above the kidney,suprarenal,,nadobličkový,,
7,3rd declension - Adjectives,tenuis,,Adjective,,thin,fine/slight,dünn,,tenký,,
7,3rd declension - Adjectives,teres,,Adjective,,teres,round and elongated (esp. muscle or ligament),rundlich,,oblý,,
7,3rd declension - Adjectives,tricuspidālis,,Adjective,,tricuspid,with three cusps,trikuspidal,,trojcípy,,
7,3rd declension - Adjectives,ulnāris,,Adjective,,ulnar,relating to the ulna,ulnar,,lakťový,,
7,3rd declension - Adjectives,valva,valvae,Noun,feminine,valve,,die Klappe,,chlopňa,,
7,3rd declension - Adjectives,vertebrālis,,Adjective,,vertebral,relating to vertebra,vertebral,,stavcový,,

8,Comparison of Adjectives,ālaris,,Adjective,,alar,resembling wings,alar,,krídlový,,
8,Comparison of Adjectives,antebrāchium,antebrāchiī,Noun,neuter,forearm,,der Unterarm,,predlaktie,,
8,Comparison of Adjectives,anterior,anterius,Adjective,,anterior,located in the front,anterior,,predný,,
8,Comparison of Adjectives,auriculāris,,Adjective,,auricular,relating to the ear,aurikulär,,ušný,,
8,Comparison of Adjectives,"bōnus,bōna,bōnum",,Adjective,,good,,gut,,dobrý,,
8,Comparison of Adjectives,cōrnea,cōrneae,Noun,feminine,cornea,the outer layer of the eyeball,die Hornhaut,,rohovka,,
8,Comparison of Adjectives,cruciātus,,Adjective,,cruciate,cross-shaped,kreuzförmig,,skrížený,,
8,Comparison of Adjectives,curvātūra,curvātūrae,Noun,feminine,curvature,a bending or flexure,Krümmung,,krivka,,
8,Comparison of Adjectives,distālis,,Adjective,,distal,located away from the trunk,distal,,distálny,,
8,Comparison of Adjectives,epithēlium,epithēliī,Noun,neuter,epithelium,lining/layer,das Epithel,,epitel,,
8,Comparison of Adjectives,exterior,exterius,Adjective,,external,outer,extern,,vonkajší,,
8,Comparison of Adjectives,glūteus,glūteī,Noun,masculine,gluteus,buttock/sedentary muscle,Gluteus,,sedací sval,,
8,Comparison of Adjectives,īliacus,,Adjective,,iliac,relating to ilium or groin,iliakal,,bedrový,,
8,Comparison of Adjectives,īmus,,Adjective,,the lowest,,unterst,,najnižší,superlative
8,Comparison of Adjectives,inferior,inferius,Adjective,,inferior,lower,inferior,,dolný,,
8,Comparison of Adjectives,interior,interius,Adjective,,internal,inner,intern,,vnútorný,,
8,Comparison of Adjectives,intimus,,Adjective,,innermost,,innerst,,najvnútornejší,superlative
8,Comparison of Adjectives,labium,labiī,Noun,neuter,"1. lip 2. lip-like structure 3. margin of a bone",,die Lippe,,pysk,,
8,Comparison of Adjectives,locus,locī,Noun,masculine,place,,der Ort,,miesto,,
8,Comparison of Adjectives,māior,māius,Adjective,,greater,bigger,größer,,väčší,comparative
8,Comparison of Adjectives,maximus,,Adjective,,the biggest,the greatest,der größte,,najväčší,superlative
8,Comparison of Adjectives,melior,melius,Adjective,,better,,besser,,lepší,comparative
8,Comparison of Adjectives,membrāna,membrānae,Noun,feminine,membrane,thin layer of tissue,die Membran,,blana,,
8,Comparison of Adjectives,minor,minus,Adjective,,smaller,lesser,kleiner,,menší,comparative
8,Comparison of Adjectives,minimus,,Adjective,,the smallest,,der kleinste,,najmenší,superlative
8,Comparison of Adjectives,multī,,Adjective,,many,,viele,,mnohí,plural Adjective
8,Comparison of Adjectives,occipitālis,,Adjective,,occipital,concerning the back of the head,okzipital,,záhlavový,,
8,Comparison of Adjectives,optimus,,Adjective,,the best,optimal,der beste,,najlepší,superlative
8,Comparison of Adjectives,peior,peius,Adjective,,worse,,schlechter,,horší,comparative
8,Comparison of Adjectives,pessimus,,Adjective,,the worst,,der schlechteste,,najhorší,superlative
8,Comparison of Adjectives,petrōsus,,Adjective,,petrous,stony/rocky,petrös,,skalný,,
8,Comparison of Adjectives,phalānx,phalāngis,Noun,feminine,phalanx,finger bone,die Phalanx,,článok prsta,,
8,Comparison of Adjectives,plūrēs,,Adjective,,more,,mehr,,viac,comparative plural
8,Comparison of Adjectives,plūrimī,,Adjective,,the most,,die meisten,,najviac,superlative plural
8,Comparison of Adjectives,posterior,posterius,Adjective,,posterior,located in the back,posterior,,zadný,,
8,Comparison of Adjectives,postrēmus,,Adjective,,hindmost,,der hinterste,,posledný,superlative
8,Comparison of Adjectives,prognōsis,prognōsis,Noun,feminine,prognosis,forecast/prediction,die Prognose,,prognóza,,
8,Comparison of Adjectives,proximālis,,Adjective,,proximal,located near the trunk,proximal,,proximálny,,
8,Comparison of Adjectives,proximus,,Adjective,,the nearest,the closest,nächste,,najbližší,superlative
8,Comparison of Adjectives,pudendum,pudendī,Noun,neuter,pudendum,external female genitals,das Pudendum,,ohambie,,
8,Comparison of Adjectives,recessus,recessūs,Noun,masculine,recess,small hollow/fold,der Rezess,,záhyb,,
8,Comparison of Adjectives,resistentia,resistentiae,Noun,feminine,resistance,ability of opposing an action,Resistenz,,odolnosť,,
8,Comparison of Adjectives,subtilis,,Adjective,,subtle,fine/delicate,subtil,,jemný,,
8,Comparison of Adjectives,superior,superius,Adjective,,superior,upper,superior,,horný,,
8,Comparison of Adjectives,suprēmus,,Adjective,,the highest,the uppermost,höchste,,najvyšší,superlative
8,Comparison of Adjectives,temporālis,,Adjective,,temporal,,temporal,,spánkový,,
8,Comparison of Adjectives,tibia,tibiae,Noun,feminine,tibia,shin bone,die Tibia,,holenná kosť,,
8,Comparison of Adjectives,tympanicus,,Adjective,,tympanic,relating to tympanum,tympanisch,,bubienkový,,
8,Comparison of Adjectives,venter,ventris,Noun,masculine,belly,belly-shaped part of muscle,der Bauch,,brucho,,
8,Comparison of Adjectives,vestibulāris,,Adjective,,vestibular,relating to a vestibule,vestibulär,,predsieňový,,

unit_number,unit_name,latin_term,latin_genitive,part_of_speech,gender,english_translation,english_definition,german_translation,german_definition,slovak_translation,slovak_definition,notes
9,Numerals,abdūcēns,abdūcentis,Adjective,,abducent,effecting movement away from midline,abduzierend,,abdukujúci,,
9,Numerals,ānulāris,,Adjective,,annular,ring-shaped,ringförmig,,prstencový,,
9,Numerals,ascendēns,ascendentis,Adjective,,ascending,rising,aufsteigend,,vzostupný,,
9,Numerals,axis,axis,Noun,masculine,axis,"1. axis 2. epistropheus, 2nd cervical vertebra",die Achse,,os,,
9,Numerals,centrum,centrī,Noun,neuter,centre,,das Zentrum,,centrum,,
9,Numerals,crāniālis,,Adjective,,cranial,,kranial,,lebečný,,
9,Numerals,decimus,,Adjective,,the tenth,,zehnte,,desiaty,,
9,Numerals,duodēcimus,,Adjective,,the twelfth,,zwölfte,,dvanásty,,
9,Numerals,duplex,,Adjective,,double,twofold,doppelt,,dvojnásobný,,
9,Numerals,geniculum,geniculī,Noun,neuter,geniculum,small knee or kneelike structure,das Geniculum,,kolienko,,
9,Numerals,glōssopharyngeus,,Adjective,,glossopharyngeal,relating to the tongue and pharynx,glossopharyngeal,,jazykohltanový,,
9,Numerals,hypoglōssus,,Adjective,,hypoglossal,lying beneath the tongue,hypoglossal,,podjazykový,,
9,Numerals,index,indexis,Noun,masculine,index,the 2nd finger,der Zeigefinger,,ukazovák,,
9,Numerals,metacarpālis,,Adjective,,metacarpal,,metakarpal,,záprstný,,
9,Numerals,nōnus,,Adjective,,the ninth,,neunte,,deviaty,,
9,Numerals,octāvus,,Adjective,,the eighth,,achte,,ôsmy,,
9,Numerals,olfactōrius,,Adjective,,olfactory,associated with the sense of smell,olfaktorisch,,čuchový,,
9,Numerals,ossificātiō,ossificātiōnis,Noun,feminine,ossification,formation of bone,Verknöcherung,,osifikácia,,
9,Numerals,partiālis,,Adjective,,partial,incomplete,partiell,,čiastočný,,
9,Numerals,prīmus,,Adjective,,the first,,erste,,prvý,,
9,Numerals,quadriplēgia,quadriplēgiae,Noun,feminine,quadriplegia,loss of movement and sensation in all four limbs,Quadriplegie,,kvadruplégia,,
9,Numerals,quintus,,Adjective,,the fifth,,fünfte,,piaty,,
9,Numerals,sānātiō,sānātiōnis,Noun,feminine,healing,process of healing,Heilung,,hojenie,,
9,Numerals,sānātiō per prīmam intentionem,,Noun,feminine,primary healing,healing without complications,primäre Heilung,,hojenie per primam,compound term
9,Numerals,sānātiō per secundam intentionem,,Noun,feminine,secondary healing,healing with complications,sekundäre Heilung,,hojenie per secundam,compound term
9,Numerals,secundus,,Adjective,,the second,,zweite,,druhý,,
9,Numerals,septimus,,Adjective,,the seventh,,siebte,,siedmy,,
9,Numerals,seu,,Conjunction,,or,,oder,,alebo,,
9,Numerals,sextus,,Adjective,,the sixth,,sechste,,šiesty,,
9,Numerals,tertius,,Adjective,,the third,,dritte,,tretí,,
9,Numerals,tōtālis,,Adjective,,total,entire,total,,celkový,,
9,Numerals,trigeminus,,Adjective,,trigeminal,related to the trigeminal nerve,trigeminal,,trojklanný,,
9,Numerals,triplex,,Adjective,,triple,,dreifach,,trojitý,,
9,Numerals,trochleāris,,Adjective,,trochlear,pulley-shaped / relating to the trochlear nerve,trochlear,,kladkový,,
9,Numerals,truncus,truncī,Noun,masculine,trunk,,der Stamm,,kmeň,,
9,Numerals,undēcimus,,Adjective,,the eleventh,,elfte,,jedenásty,,
9,Numerals,vagus,,Adjective,,vagus,wandering (nerve),Vagus,,blúdivý,,
9,Numerals,vestibulocochleāris,,Adjective,,vestibulocochlear,relating to the vestibulocochlear nerve,vestibulokochleär,,vestibulokochleárny,,

unit_number,unit_name,latin_term,latin_genitive,part_of_speech,gender,english_translation,english_definition,german_translation,german_definition,slovak_translation,slovak_definition,notes
10,Latin medical prescription,acidum,acidī,Noun,neuter,acid,,die Säure,,kyselina,,
10,Latin medical prescription,adeps,adipis,Noun,masculine,fat,lipid, das Fett,,tuk,,
10,Latin medical prescription,aēquālis,,Adjective,,equal,,gleich,,rovnaký,,
10,Latin medical prescription,ampulla,ampullae,Noun,feminine,ampulla,"1. dilation of a tube (anat.) 2. ampoule (pharm.)",die Ampulle,,ampula,,
10,Latin medical prescription,belladonna,belladonnae,Noun,feminine,belladonna,deadly nightshade,Belladonna,,belladona,,
10,Latin medical prescription,boricus,,Adjective,,boric,,borhaltig,,boritý,,
10,Latin medical prescription,capsula,capsulae,Noun,feminine,capsule,"1. tissue sheath (anat.) 2. capsule with powder/liquid drug (pharm.)",die Kapsel,,kapsula,,
10,Latin medical prescription,dilūtus,,Adjective,,dilute,thinned,verdünnt,,riedený,,
10,Latin medical prescription,effervēscēns,effervescentis,Adjective,,effervescent,"sparkling, fizzy",brausend,,šumivý,,
10,Latin medical prescription,expectorāns,expectorantis,Noun,,expectorant,medicine used to treat coughs,Expektorans,,expektorans,,
10,Latin medical prescription,expedītiō,expedītiōnis,Noun,feminine,expedition,medicine (remedy) package,die Abgabe,,výdaj,,
10,Latin medical prescription,expedītiō originālis,,Noun,feminine,original package,,Originalpackung,,originálne balenie,compound term
10,Latin medical prescription,fluīdus,,Adjective,,fluid,liquid,flüssig,,tekutý,,
10,Latin medical prescription,gelātum,gelātī,Noun,neuter,jelly,,das Gel,,želatína,,
10,Latin medical prescription,gramma,grammatis,Noun,neuter,gram,,das Gramm,,gram,,
10,Latin medical prescription,gutta,guttae,Noun,feminine,drop,,der Tropfen,,kvapka,,
10,Latin medical prescription,lagōena,lagōenae,Noun,feminine,bottle,flask,die Flasche,,fľaša,,
10,Latin medical prescription,medicāmentum,medicāmentī,Noun,neuter,medicine,medical drug/remedy,das Medikament,,liečivo,,
10,Latin medical prescription,īnfāns,īnfantis,Noun,masculine/feminine,child,,das Kind,,dieťa,,
10,Latin medical prescription,numerus,numerī,Noun,masculine,number,digit,die Zahl,,číslo,,
10,Latin medical prescription,originālis,,Adjective,,original,,original,,originálny,,
10,Latin medical prescription,quantum,,Pronoun,,how much/many,,wie viel,,koľko,,
10,Latin medical prescription,remedium,remediī,Noun,neuter,remedy,drug used for cure,Heilmittel,,liek,,
10,Latin medical prescription,satis,,Adverb,,enough,,genug,,dosť,,
10,Latin medical prescription,singulus,,Adjective,,individual,single,einzeln,,jednotlivý,,
10,Latin medical prescription,solidus,,Adjective,,solid,tough,fest,,tuhý,,
10,Latin medical prescription,solūtiō,solūtiōnis,Noun,feminine,solution,,die Lösung,,roztok,,
10,Latin medical prescription,spīritus,spīritūs,Noun,masculine,spirit,alcohol,der Alkohol,,lieh,,
10,Latin medical prescription,statim,,Adverb,,immediately,,sofort,,okamžite,,
10,Latin medical prescription,tabuletta,tabulettae,Noun,feminine,tablet,pill,die Tablette,,tableta,,
10,Latin medical prescription,tālis,,Adjective,,such,,solch,,taký,,
10,Latin medical prescription,unguentum,unguentī,Noun,neuter,ointment,,die Salbe,,masť,,
10,Latin medical prescription,vīnum,vīnī,Noun,neuter,wine,,der Wein,,víno,

11,Prefixes,afferēns,afferentis,Adjective,,afferent,conveying sensory info to CNS,afferent,,aferentný,,
11,Prefixes,anaesthēsia,anaesthēsiae,Noun,feminine,anesthesia,loss of sensation,Anästhesie,,anestézia,,
11,Prefixes,anteflexiō,anteflexiōnis,Noun,feminine,anteflexion,forward bending,Anteflexion,,anteflexia,,
11,Prefixes,antiallergicus,,Adjective,,antiallergic,against allergy,antiallergisch,,antialergický,,
11,Prefixes,antia­naemicus,,Adjective,,antianemic,against anemia,antianämisch,,anti-anemický,,
11,Prefixes,antidiabēticus,,Adjective,,antidiabetic,against diabetes,antidiabetisch,,antidiabetický,,
11,Prefixes,antiemeticus,,Adjective,,antiemetic,against vomiting,antiemetisch,,antiemetický,,
11,Prefixes,antihaemorrhagicus,,Adjective,,antihemorrhagic,against bleeding,anti­hämorrhagisch,,antihemoragický,,
11,Prefixes,antipyreticus,,Adjective,,antipyretic,against fever,antipyretisch,,antipyretický,,
11,Prefixes,antisepticus,,Adjective,,antiseptic,against sepsis,antiseptisch,,antiseptický,,
11,Prefixes,antitussicus,,Adjective,,antitussive,against cough,antitussiv,,antitusický,,
11,Prefixes,atypicus,,Adjective,,atypical,not typical,atypisch,,atypický,,
11,Prefixes,avitaminōsis,avitaminōsis,Noun,feminine,avitaminosis,lack of vitamins,Avitaminose,,avitaminóza,,
11,Prefixes,cataracta,cataractae,Noun,feminine,cataract,clouding of eye lens,Katarakt,,katarakta,,
11,Prefixes,circumcīsiō,circumcīsiōnis,Noun,feminine,circumcision,surgical removal of foreskin,Zirkumzision,,obriezka,,
11,Prefixes,contrāincīsiō,contrāincīsiōnis,Noun,feminine,counterincision,special cut for drainage,Gegeninzision,,kontraincízia,,
11,Prefixes,diagnōsis,diagnōsis,Noun,feminine,diagnosis,determination of disease,Diagnose,,diagnóza,,
11,Prefixes,diagnōsis per exclūsiōnem,,Noun,feminine,diagnosis by exclusion,,Ausschlussdiagnose,,diagnóza per exclusionem,compound term
11,Prefixes,dysfunctiō,dysfunctiōnis,Noun,feminine,dysfunction,impaired functioning,Dysfunktion,,dysfunkcia,,
11,Prefixes,dysenteria,dysenteriae,Noun,feminine,dysentery,severe diarrhea,Dysenterie,,dyzentéria,,
11,Prefixes,dyspnoë,dyspnoës,Noun,feminine,dyspnea,difficulty breathing,Dyspnoe,,dyspnoe,,
11,Prefixes,dystopia,dystopiae,Noun,feminine,dystopia,wrong position,Dystopie,,dystópia,,
11,Prefixes,dystrophia,dystrophiae,Noun,feminine,dystrophy,metabolic disorder,Dystrophie,,dystrofia,,
11,Prefixes,efferēns,efferentis,Adjective,,efferent,away from central point,efferent,,eferentný,,
11,Prefixes,emesis,emesis,Noun,feminine,emesis,vomiting,Emesis,,eméza,,
11,Prefixes,endogenēs,,Adjective,,endogenous,originating within,endogen,,endogénny,,
11,Prefixes,enterītis,enterītĭdis,Noun,feminine,enteritis,inflammation of small intestine,Enteritis,,enteritída,,
11,Prefixes,epicondylus,epicondylī,Noun,masculine,epicondyle,,Epicondylus,,epikondylus,,
11,Prefixes,epidurālis,,Adjective,,epidural,above dura mater,epidural,,epidurálny,,
11,Prefixes,eupnoë,eupnoës,Noun,feminine,eupnea,normal breathing,Eupnoe,,eupnoe,,
11,Prefixes,excīsiō,excīsiōnis,Noun,feminine,excision,cutting out,Exzision,,excízia,,
11,Prefixes,exclūsiō,exclūsiōnis,Noun,feminine,exclusion,elimination,Ausschluss,,exklúzia,,
11,Prefixes,extracellulāris,,Adjective,,extracellular,outside the cell,extrazellulär,,extracelulárny,,
11,Prefixes,extrauterīnus,,Adjective,,extrauterine,outside uterus,extrauterin,,extrauterinný,,
11,Prefixes,hypaesthēsia,hypaesthēsiae,Noun,feminine,hypesthesia,reduced sensation,Hypästhesie,,hypestézia,,
11,Prefixes,hyperaesthēsia,hyperaesthēsiae,Noun,feminine,hyperesthesia,increased sensation,Hyperästhesie,,hyperestézia,,
11,Prefixes,hypertensiō,hypertensiōnis,Noun,feminine,hypertension,high blood pressure,Hypertonie,,hypertenzia,,
11,Prefixes,hypertonicus,,Adjective,,hypertonic,very high tension,hypertonisch,,hypertonický,,
11,Prefixes,hypotonicus,,Adjective,,hypotonic,very low tension,hypotonisch,,hypotonický,,
11,Prefixes,immātūrus,,Adjective,,immature,not fully developed,unreif,,nezrelý,,
11,Prefixes,incīsiō,incīsiōnis,Noun,feminine,incision,cut into tissue,Inzision,,incízia,,
11,Prefixes,infraclaviculāris,,Adjective,,infraclavicular,below clavicle,infraklavikulär,,infraklavikulárny,,
11,Prefixes,infraorbitālis,,Adjective,,infraorbital,below orbit,infraorbital,,infraorbitálny,,
11,Prefixes,intraarteriālis,,Adjective,,intraarterial,within artery,intraarteriell,,intraarteriálny,,
11,Prefixes,intraarticulāris,,Adjective,,intraarticular,within joint,intraartikulär,,intraartikulárny,,
11,Prefixes,intracardiālis,,Adjective,,intracardial,within heart,intrakardial,,intrakardiálny,,
11,Prefixes,intracellulāris,,Adjective,,intracellular,within cell,intrazellulär,,intracelulárny,,
11,Prefixes,intracostālis,,Adjective,,intracostal,within rib,intrakostal,,intrakostálny,,
11,Prefixes,intracūtāneus,,Adjective,,intracutaneous,within skin,intrakutan,,intrakutánny,,
11,Prefixes,opponēns,opponentis,Noun,masculine,opponent,opponent muscle,Gegenspieler,,oponens,,
11,Prefixes,paraesthēsia,paraesthēsiae,Noun,feminine,paresthesia,temporary numbness,Parästhesie,,parestézia,,
11,Prefixes,parasympathicus,,Adjective,,parasympathetic,relating to parasympathetic NS,parasympathisch,,parasympatický,,
11,Prefixes,parōtis,parōtidis,Noun,feminine,parotid gland,salivary gland,Parotis,,príušná žľaza,,
11,Prefixes,parōtītis,parōtītĭdis,Noun,feminine,parotitis,inflammation of parotid,Parotitis,,parotitída,,
11,Prefixes,peracūtus,,Adjective,,peracute,very acute,perakut,,perakútny,,
11,Prefixes,peripharyngeālis,,Adjective,,peripharyngeal,around pharynx,peripharyngeal,,perifaryngeálny,,
11,Prefixes,retroesophagēālis,,Adjective,,retroesophageal,behind esophagus,retroösophageal,,retroezofageálny,,
11,Prefixes,retroflexiō,retroflexiōnis,Noun,feminine,retroflexion,bending backward,Retroflexion,,retroflexia,,
11,Prefixes,retropharyngeus,,Adjective,,retropharyngeal,behind pharynx,retropharyngeal,,retrofaryngeálny,,
11,Prefixes,sēpsis,sēpsis,Noun,feminine,sepsis,blood infection,Sepsis,,sepsa,,
11,Prefixes,spatium,spatiī,Noun,neuter,space,,Raum,,priestor,,
11,Prefixes,subclavius,,Adjective,,subclavian,under clavicle,subklavisch,,subklaviálny,,
11,Prefixes,supraclaviculāris,,Adjective,,supraclavicular,above clavicle,supraklavikulär,,supraklavikulárny,,
11,Prefixes,supraorbitālis,,Adjective,,supraorbital,above orbit,supraorbital,,supraorbitálny,,
11,Prefixes,sublinguālis,,Adjective,,sublingual,under tongue,sublingual,,sublingválny,,
11,Prefixes,submandibulāris,,Adjective,,submandibular,below mandible,submandibulär,,submandibulárny,,
11,Prefixes,sympathicus,,Adjective,,sympathetic,relating to sympathetic NS,sympathisch,,sympatický,,

12,Suffixes,acidus,,Adjective,,acidic,acidic,sauer,,kyslý,,
12,Suffixes,adipositās,adipositātis,Noun,feminine,adiposity,obesity,Fettleibigkeit,,obezita,,
12,Suffixes,alveolāris,,Adjective,,alveolar,relating to an alveolus,alveolär,,alveolárny,,
12,Suffixes,anālis,,Adjective,,anal,relating to the anus,anal,,análny,,
12,Suffixes,bronchiālis,,Adjective,,bronchial,relating to bronchi,bronchial,,bronchiálny,,
12,Suffixes,capsulāris,,Adjective,,capsular,relating to a capsule,kapsulär,,kapsulárny,,
12,Suffixes,cystoīdēs,,Adjective,,cystoid,resembling a cyst,zystoid,,cystický,,
12,Suffixes,dentālis,,Adjective,,dental,relating to teeth,dental,,dentálny,,
12,Suffixes,dentātus,,Adjective,,dentate,having teeth,gezähnt,,zubovitý,,
12,Suffixes,denticulus,denticulī,Noun,masculine,denticle,small tooth,Dentikel,,dentikul,,
12,Suffixes,digitālis,,Adjective,,digital,relating to fingers/toes,digital,,digitálny,,
12,Suffixes,duodēnālis,,Adjective,,duodenal,relating to duodenum,duodenal,,duodenálny,,
12,Suffixes,flexūra,flexūrae,Noun,feminine,flexure,state of being flexed,Flexur,,ohyb,,
12,Suffixes,flexus,,Adjective,,flexed,bent,gebeugt,,ohnutý,,
12,Suffixes,frāctus,,Adjective,,fractured,broken,frakturiert,,zlomený,,
12,Suffixes,fragilis,,Adjective,,fragile,easily damaged,fragil,,krehký,,
12,Suffixes,generālis,,Adjective,,general,common,allgemein,,všeobecný,,
12,Suffixes,inoperābilis,,Adjective,,inoperable,incapable of operation,inoperabel,,neoperovateľný,,
12,Suffixes,lacrimālis,,Adjective,,lacrimal,relating to tears,tränenbezogen,,slzný,,
12,Suffixes,laryngeālis,,Adjective,,laryngeal,relating to larynx,laryngeal,,laryngeálny,,
12,Suffixes,linguālis,,Adjective,,lingual,relating to tongue,lingual,,lingválny,,
12,Suffixes,lingula,lingulae,Noun,feminine,lingula,small tongue-like structure,Lingula,,lingula,,
12,Suffixes,lingulāris,,Adjective,,lingular,relating to lingula,lingulär,,lingulárny,,
12,Suffixes,longitudinālis,,Adjective,,longitudinal,lengthwise,longitudinal,,pozdĺžny,,
12,Suffixes,lumbus,lumbī,Noun,masculine,loin,side of lower back,Lende,,driek,,
12,Suffixes,male,,Adverb,,badly,badly,schlecht,,zle,,
12,Suffixes,multifocālis,,Adjective,,multifocal,more than one focus,multifokal,,multifokálny,,
12,Suffixes,nasālis,,Adjective,,nasal,relating to nose,nasal,,nazálny,,
12,Suffixes,obesitās,obesitātis,Noun,feminine,obesity,,Adipositas,,obezita,,
12,Suffixes,oedematōsus,,Adjective,,edematous,affected by edema,ödematös,,edematózny,,
12,Suffixes,palmāris,,Adjective,,palmar,relating to palm,palmar,,dlaňový,,
12,Suffixes,pharyngeālis,,Adjective,,pharyngeal,relating to pharynx,pharyngeal,,faryngeálny,,
12,Suffixes,plantāris,,Adjective,,plantar,sole of foot,plantar,,plantárny,,
12,Suffixes,psōriāsis,psōriāsis,Noun,feminine,psoriasis,chronic skin disease,Psoriasis,,psoriáza,,
12,Suffixes,quadrātus,,Adjective,,quadrate,four-sided,quadratisch,,štvorcový,,
12,Suffixes,rotundus,,Adjective,,round,ball-shaped,rund,,okrúhly,,
12,Suffixes,ruptus,,Adjective,,ruptured,burst,rupturiert,,prasknutý,,
12,Suffixes,sanātus,,Adjective,,healed,cured,geheilt,,zahojený,,
12,Suffixes,spirālis,,Adjective,,spiral,whorled,spiralförmig,,špirálovitý,,
12,Suffixes,suspicīō,suspicīōnis,Noun,feminine,suspicion,,Verdacht,,podozrenie,,
12,Suffixes,suspicīō fractūrae,,Noun,feminine,suspicion of fracture,,Frakturverdacht,,podozrenie na zlomeninu,compound term
12,Suffixes,tarsālis,,Adjective,,tarsal,relating to tarsus,tarsal,,tarzálny,,
12,Suffixes,tracheālis,,Adjective,,tracheal,relating to trachea,tracheal,,tracheálny,,
12,Suffixes,triangulāris,,Adjective,,triangular,triangle-shaped,triangular,,trojuholníkový,,
12,Suffixes,tūberōsitās,tūberōsitātis,Noun,feminine,tuberosity,bone eminence,Tuberositas,,hrboľ,,
12,Suffixes,tuberculōsus,,Adjective,,tuberculous,affected with tuberculosis,tuberkulös,,tuberkulózny,,
12,Suffixes,viscerālis,,Adjective,,visceral,relating to internal organs,viszeral,,viscerálny,,
12,Suffixes,tuberōsus,,Adjective,,tuberous,resembling a tuber,tuberös,,hľuzovitý,,
12,Suffixes,universālis,,Adjective,,universal,general,universell,,univerzálny,,
12,Suffixes,vulgāris,,Adjective,,vulgar,"current,ordinary",vulgär,,"bežný, obyčajný",,

13,Compound words,acromioclavicularis,,Adjective,,acromioclavicular,relating to the acromion and the clavicle,akromioklavikulär,,akromioklavikulárny,,
13,Compound words,arachnophobia,arachnophobiae,Noun,feminine,arachnophobia,morbid fear of spiders,Arachnophobie,,arachnofóbia,,
13,Compound words,arteriosclerosis,arteriosclerosis,Noun,feminine,arteriosclerosis,hardening and loss of elasticity of arteries,Arteriosklerose,,arterioskleróza,,
13,Compound words,atrioventricularis,,Adjective,,atrioventricular,relating to an atrium and ventricle,atrioventrikulär,,atrioventrikulárny,,
13,Compound words,bilateralis,,Adjective,,bilateral,occurring on both sides,bilateral,,bilaterálny,,
13,Compound words,carcinophobia,carcinophobiae,Noun,feminine,carcinophobia,morbid fear of cancer,Karzinophobie,,karcinofóbia,,
13,Compound words,cardiologia,cardiologiae,Noun,feminine,cardiology,branch of medicine dealing with heart diseases,Kardiologie,,kardiológia,,
13,Compound words,carpometacarpalis,,Adjective,,carpometacarpal,relating to the carpus and metacarpus,karpometakarpal,,karpometakarpálny,,
13,Compound words,carpoptosis,carpoptosis,Noun,feminine,carpoptosis,wrist drop,Handgelenkssenkung,,karpoptóza,,
