atc_code,atc_name,parent_code,level
P02BX,Other antitrematodal agents,P02B,4
P02CA,Benzimidazole derivatives,P02C,4
P02CB,Piperazine and derivatives,P02C,4
P02CC,Tetrahydropyrimidine derivatives,P02C,4
P02CE,Imidazothiazole derivatives,P02C,4
P02CF,Avermectines,P02C,4
P02CX,Other antinematodals,P02C,4
P02DA,Salicylic acid derivatives,P02D,4
P02DX,Other anticestodals,P02D,4
P03AA,Sulfur containing products,P03A,4
P03AB,Chlorine containing products,P03A,4
P03AC,"Pyrethrines, incl. synthetic compounds",P03A,4
P03AX,"Other ectoparasiticides, incl. scabicides",P03A,4
P03BA,Pyrethrines,P03B,4
P03BX,Other insecticides and repellents,P03B,4
R,RESPIRATORY SYSTEM,,1
R01,NASAL PREPARATIONS,R,2
R02,THROAT PREPARATIONS,R,2
R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R,2
R05,COUGH AND COLD PREPARATIONS,R,2
R06,ANTIHISTAMINES FOR SYSTEMIC USE,R,2
R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R,2
R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01,3
R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,R01,3
R02A,THROAT PREPARATIONS,R02,3
R03A,"ADRENERGICS, INHALANTS",R03,3
R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03,3
R03C,ADRENERGICS FOR SYSTEMIC USE,R03,3
R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,3
R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05,3
R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05,3
R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",R05,3
R05X,OTHER COLD PREPARATIONS,R05,3
R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,3
R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,3
R01AA,"Sympathomimetics, plain",R01A,4
R01AB,"Sympathomimetics, combinations excl. corticosteroids",R01A,4
R01AC,"Antiallergic agents, excl. corticosteroids",R01A,4
R01AD,Corticosteroids,R01A,4
R01AX,Other nasal preparations,R01A,4
R01BA,Sympathomimetics,R01B,4
R02AA,Antiseptics,R02A,4
R02AB,Antibiotics,R02A,4
R02AD,"Anesthetics, local",R02A,4
R02AX,Other throat preparations,R02A,4
R03AA,Alpha- and beta-adrenoreceptor agonists,R03A,4
R03AB,Non-selective beta-adrenoreceptor agonists,R03A,4
R03AC,Selective beta-2-adrenoreceptor agonists,R03A,4
R03AH,Combinations of adrenergics,R03A,4
R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R03A,4
R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,R03A,4
R03BA,Glucocorticoids,R03B,4
R03BB,Anticholinergics,R03B,4
R03BC,"Antiallergic agents, excl. corticosteroids",R03B,4
R03BX,"Other drugs for obstructive airway diseases, inhalants",R03B,4
R03CA,Alpha- and beta-adrenoreceptor agonists,R03C,4
R03CB,Non-selective beta-adrenoreceptor agonists,R03C,4
R03CC,Selective beta-2-adrenoreceptor agonists,R03C,4
R03CK,Adrenergics and other drugs for obstructive airway diseases,R03C,4
R03DA,Xanthines,R03D,4
R03DB,Xanthines and adrenergics,R03D,4
R03DC,Leukotriene receptor antagonists,R03D,4
R03DX,Other systemic drugs for obstructive airway diseases,R03D,4
R05CA,Expectorants,R05C,4
R05CB,Mucolytics,R05C,4
R05DA,Opium alkaloids and derivatives,R05D,4
R05DB,Other cough suppressants,R05D,4
R05FA,Opium derivatives and expectorants,R05F,4
R05FB,Other cough suppressants and expectorants,R05F,4
R06AA,Aminoalkyl ethers,R06A,4
R06AB,Substituted alkylamines,R06A,4
R06AC,Substituted ethylene diamines,R06A,4
R06AD,Phenothiazine derivatives,R06A,4
R06AE,Piperazine derivatives,R06A,4
R06AK,Combinations of antihistamines,R06A,4
R06AX,Other antihistamines for systemic use,R06A,4
R07AA,Lung surfactants,R07A,4
R07AB,Respiratory stimulants,R07A,4
R07AX,Other respiratory system products,R07A,4
S,SENSORY ORGANS,,1
S01,OPHTHALMOLOGICALS,S,2
S02,OTOLOGICALS,S,2
S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S,2
S01A,ANTIINFECTIVES,S01,3
S01B,ANTIINFLAMMATORY AGENTS,S01,3
S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01,3
S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,3
S01F,MYDRIATICS AND CYCLOPLEGICS,S01,3
S01G,DECONGESTANTS AND ANTIALLERGICS,S01,3
S01H,LOCAL ANESTHETICS,S01,3
S01J,DIAGNOSTIC AGENTS,S01,3
S01K,SURGICAL AIDS,S01,3
S01L,OCULAR VASCULAR DISORDER AGENTS,S01,3
S01X,OTHER OPHTHALMOLOGICALS,S01,3
S02A,ANTIINFECTIVES,S02,3
S02B,CORTICOSTEROIDS,S02,3
S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02,3
S02D,OTHER OTOLOGICALS,S02,3
S03A,ANTIINFECTIVES,S03,3
S03B,CORTICOSTEROIDS,S03,3
S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03,3
S03D,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03,3
S01AA,Antibiotics,S01A,4
S01AB,Sulfonamides,S01A,4
S01AD,Antivirals,S01A,4
S01AE,Fluoroquinolones,S01A,4
S01AX,Other antiinfectives,S01A,4
S01BA,"Corticosteroids, plain",S01B,4
S01BB,Corticosteroids and mydriatics in combination,S01B,4
S01BC,"Antiinflammatory agents, non-steroids",S01B,4
S01CA,Corticosteroids and antiinfectives in combination,S01C,4
S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01C,4
S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",S01C,4
S01EA,Sympathomimetics in glaucoma therapy,S01E,4
S01EB,Parasympathomimetics,S01E,4
S01EC,Carbonic anhydrase inhibitors,S01E,4
S01ED,Beta blocking agents,S01E,4
S01EE,Prostaglandin analogues,S01E,4
S01EX,Other antiglaucoma preparations,S01E,4
S01FA,Anticholinergics,S01F,4
S01FB,Sympathomimetics excl. antiglaucoma preparations,S01F,4
S01GA,Sympathomimetics used as decongestants,S01G,4
S01GX,Other antiallergics,S01G,4
S01HA,Local anesthetics,S01H,4
S01JA,Colouring agents,S01J,4
S01JX,Other ophthalmological diagnostic agents,S01J,4
S01KA,Viscoelastic substances,S01K,4
S01KX,Other surgical aids,S01K,4
S01LA,Antineovascularisation agents,S01L,4
S01XA,Other ophthalmologicals,S01X,4
S02AA,Antiinfectives,S02A,4
S02BA,Corticosteroids,S02B,4
S02CA,Corticosteroids and antiinfectives in combination,S02C,4
S02DA,Analgesics and anesthetics,S02D,4
S02DC,Indifferent preparations,S02D,4
S03AA,Antiinfectives,S03A,4
S03BA,Corticosteroids,S03B,4
S03CA,Corticosteroids and antiinfectives in combination,S03C,4
V,VARIOUS,,1
V01,ALLERGENS,V,2
V03,ALL OTHER THERAPEUTIC PRODUCTS,V,2
V04,DIAGNOSTIC AGENTS,V,2
V06,GENERAL NUTRIENTS,V,2
V07,ALL OTHER NON-THERAPEUTIC PRODUCTS,V,2
V08,CONTRAST MEDIA,V,2
V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V,2
V10,THERAPEUTIC RADIOPHARMACEUTICALS,V,2
V20,SURGICAL DRESSINGS,V,2
V01A,ALLERGENS,V01,3
V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,3
V04B,URINE TESTS,V04,3
V04C,OTHER DIAGNOSTIC AGENTS,V04,3
V06A,DIET FORMULATIONS FOR TREATMENT OF OBESITY,V06,3
V06B,PROTEIN SUPPLEMENTS,V06,3
V06C,INFANT FORMULAS,V06,3
V06D,OTHER NUTRIENTS,V06,3
V07A,ALL OTHER NON-THERAPEUTIC PRODUCTS,V07,3
V08A,"X-RAY CONTRAST MEDIA, IODINATED",V08,3
V08B,"X-RAY CONTRAST MEDIA, NON-IODINATED",V08,3
V08C,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,V08,3
V08D,ULTRASOUND CONTRAST MEDIA,V08,3
V09A,CENTRAL NERVOUS SYSTEM,V09,3
V09B,SKELETON,V09,3
V09C,RENAL SYSTEM,V09,3
V09D,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,V09,3
V09E,RESPIRATORY SYSTEM,V09,3
V09F,THYROID,V09,3
V09G,CARDIOVASCULAR SYSTEM,V09,3
V09H,INFLAMMATION AND INFECTION DETECTION,V09,3
V09I,TUMOUR DETECTION,V09,3
V09X,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS,V09,3
V10A,ANTIINFLAMMATORY AGENTS,V10,3
V10B,PAIN PALLIATION (BONE SEEKING AGENTS),V10,3
V10X,OTHER THERAPEUTIC RADIOPHARMACEUTICALS,V10,3
V01AA,Allergen extracts,V01A,4
V03AB,Antidotes,V03A,4
V03AC,Iron chelating agents,V03A,4
V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,V03A,4
V03AF,Detoxifying agents for antineoplastic treatment,V03A,4
V03AG,Drugs for treatment of hypercalcemia,V03A,4
V03AH,Drugs for treatment of hypoglycemia,V03A,4
V03AK,Tissue adhesives,V03A,4
V03AM,Drugs for embolisation,V03A,4
V03AN,Medical gases,V03A,4
V03AX,Other therapeutic products,V03A,4
V03AZ,Nerve depressants,V03A,4
V04CA,Tests for diabetes,V04C,4
V04CB,Tests for fat absorption,V04C,4
V04CC,Tests for bile duct patency,V04C,4
V04CD,Tests for pituitary function,V04C,4
V04CE,Tests for liver functional capacity,V04C,4
V04CF,Tuberculosis diagnostics,V04C,4
V04CG,Tests for gastric secretion,V04C,4
V04CH,Tests for renal function and ureteral injuries,V04C,4
V04CJ,Tests for thyreoidea function,V04C,4
V04CK,Tests for pancreatic function,V04C,4
V04CL,Tests for allergic diseases,V04C,4
V04CM,Tests for fertility disturbances,V04C,4
V04CX,Other diagnostic agents,V04C,4
V06AA,Low-energy diets,V06A,4
V06CA,Nutrients without phenylalanine,V06C,4
V06DA,"Carbohydrates/proteins/minerals/vitamins, combinations",V06D,4
V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",V06D,4
V06DC,Carbohydrates,V06D,4
V06DD,"Amino acids, incl. combinations with polypeptides",V06D,4
V06DE,"Amino acids/carbohydrates/minerals/vitamins, combinations",V06D,4
V06DF,Milk substitutes,V06D,4
V06DX,Other combinations of nutrients,V06D,4
V07AA,Plasters,V07A,4
V07AB,"Solvents and diluting agents, incl. irrigating solutions",V07A,4
V07AC,"Blood transfusion, auxiliary products",V07A,4
V07AD,"Blood tests, auxiliary products",V07A,4
V07AN,Incontinence equipment,V07A,4
V07AR,"Sensitivity tests, discs and tablets",V07A,4
V07AS,Stomi equipment,V07A,4
V07AT,Cosmetics,V07A,4
V07AV,Technical disinfectants,V07A,4
V07AX,Washing agents etc.,V07A,4
V07AY,Other non-therapeutic auxiliary products,V07A,4
V07AZ,Chemicals and reagents for analysis,V07A,4
V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",V08A,4
V08AB,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",V08A,4
V08AC,"Watersoluble, hepatotropic X-ray contrast media",V08A,4
V08AD,Non-watersoluble X-ray contrast media,V08A,4
V08BA,Barium sulfate containing X-ray contrast media,V08B,4
V08CA,Paramagnetic contrast media,V08C,4
V08CB,Superparamagnetic contrast media,V08C,4
V08CX,Other magnetic resonance imaging contrast media,V08C,4
V08DA,Ultrasound contrast media,V08D,4
V09AA,Technetium (99mTc) compounds,V09A,4
V09AB,Iodine (123I) compounds,V09A,4
V09AX,Other central nervous system diagnostic radiopharmaceuticals,V09A,4
V09BA,Technetium (99mTc) compounds,V09B,4
V09CA,Technetium (99mTc) compounds,V09C,4
V09CX,Other renal system diagnostic radiopharmaceuticals,V09C,4
V09DA,Technetium (99mTc) compounds,V09D,4
V09DB,"Technetium (99mTc), particles and colloids",V09D,4
V09DX,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,V09D,4
V09EA,"Technetium (99mTc), inhalants",V09E,4
V09EB,"Technetium (99mTc), particles for injection",V09E,4
V09EX,Other respiratory system diagnostic radiopharmaceuticals,V09E,4
V09FX,Various thyroid diagnostic radiopharmaceuticals,V09F,4
V09GA,Technetium (99mTc) compounds,V09G,4
V09GB,Iodine (125I) compounds,V09G,4
V09GX,Other cardiovascular system diagnostic radiopharmaceuticals,V09G,4
V09HA,Technetium (99mTc) compounds,V09H,4
V09HB,Indium (111In) compounds,V09H,4
V09HX,Other diagnostic radiopharmaceuticals for inflammation and infection detection,V09H,4
V09IA,Technetium (99mTc) compounds,V09I,4
V09IB,Indium (111In) compounds,V09I,4
V09IX,Other diagnostic radiopharmaceuticals for tumour detection,V09I,4
V09XA,Iodine (131I) compounds,V09X,4
V09XX,Various diagnostic radiopharmaceuticals,V09X,4
V10AA,Yttrium (90Y) compounds,V10A,4
V10AX,Other antiinflammatory therapeutic radiopharmaceuticals,V10A,4
V10BX,Various pain palliation radiopharmaceuticals,V10B,4
V10XA,Iodine (131I) compounds,V10X,4
V10XX,Various therapeutic radiopharmaceuticals,V10X,4
