english_name,slovak_name,atc_primary,atc_all
sulpiride,,N05AL01,N05AL01
sultopride,,N05AL02,N05AL02
tiapride,,N05AL03,N05AL03
remoxipride,,N05AL04,N05AL04
amisulpride,,N05AL05,N05AL05
veralipride,,N05AL06,N05AL06
levosulpiride,,N05AL07,N05AL07
lithium,,N05AN01,N05AN01
prothipendyl,,N05AX07,N05AX07
risperidone,,N05AX08,N05AX08
mosapramine,,N05AX10,N05AX10
zotepine,,N05AX11,N05AX11
aripiprazole,,N05AX12,N05AX12
paliperidone,,N05AX13,N05AX13
iloperidone,,N05AX14,N05AX14
cariprazine,,N05AX15,N05AX15
brexpiprazole,,N05AX16,N05AX16
pimavanserin,,N05AX17,N05AX17
diazepam,,N05BA01,N05BA01
chlordiazepoxide,,N05BA02,N05BA02
medazepam,,N05BA03,N05BA03
oxazepam,,N05BA04,N05BA04
potassium clorazepate,,N05BA05,N05BA05
lorazepam,,N05BA06,N05BA06
adinazolam,,N05BA07,N05BA07
bromazepam,,N05BA08,N05BA08
clobazam,,N05BA09,N05BA09
ketazolam,,N05BA10,N05BA10
prazepam,,N05BA11,N05BA11
alprazolam,,N05BA12,N05BA12
halazepam,,N05BA13,N05BA13
pinazepam,,N05BA14,N05BA14
camazepam,,N05BA15,N05BA15
nordazepam,,N05BA16,N05BA16
fludiazepam,,N05BA17,N05BA17
ethyl loflazepate,,N05BA18,N05BA18
etizolam,,N05BA19,N05BA19
clotiazepam,,N05BA21,N05BA21
cloxazolam,,N05BA22,N05BA22
tofisopam,,N05BA23,N05BA23
bentazepam,,N05BA24,N05BA24
mexazolam,,N05BA25,N05BA25
"lorazepam, combinations",,N05BA56,N05BA56
hydroxyzine,,N05BB01,N05BB01
captodiame,,N05BB02,N05BB02
"hydroxyzine, combinations",,N05BB51,N05BB51
meprobamate,,N05BC01,N05BC01
emylcamate,,N05BC03,N05BC03
mebutamate,,N05BC04,N05BC04
"meprobamate, combinations",,N05BC51,N05BC51;N05CX01
benzoctamine,,N05BD01,N05BD01
buspirone,,N05BE01,N05BE01
mephenoxalone,,N05BX01,N05BX01
gedocarnil,,N05BX02,N05BX02
etifoxine,,N05BX03,N05BX03
fabomotizole,,N05BX04,N05BX04
Lavandulae aetheroleum,,N05BX05,N05BX05
pentobarbital,,N05CA01,N05CA01
amobarbital,,N05CA02,N05CA02
butobarbital,,N05CA03,N05CA03
barbital,,N05CA04,N05CA04
aprobarbital,,N05CA05,N05CA05
secobarbital,,N05CA06,N05CA06
talbutal,,N05CA07,N05CA07
vinylbital,,N05CA08,N05CA08
vinbarbital,,N05CA09,N05CA09
cyclobarbital,,N05CA10,N05CA10
heptabarbital,,N05CA11,N05CA11
reposal,,N05CA12,N05CA12
etallobarbital,,N05CA20,N05CA20
allobarbital,,N05CA21,N05CA21
proxibarbal,,N05CA22,N05CA22
combinations of barbiturates,,N05CB01,N05CB01
barbiturates in combination with other drugs,,N05CB02,N05CB02
chloral hydrate,,N05CC01,N05CC01
chloralodol,,N05CC02,N05CC02
acetylglycinamide chloral hydrate,,N05CC03,N05CC03
dichloralphenazone,,N05CC04,N05CC04
paraldehyde,,N05CC05,N05CC05
flurazepam,,N05CD01,N05CD01
nitrazepam,,N05CD02,N05CD02
flunitrazepam,,N05CD03,N05CD03
estazolam,,N05CD04,N05CD04
triazolam,,N05CD05,N05CD05
lormetazepam,,N05CD06,N05CD06
temazepam,,N05CD07,N05CD07
midazolam,,N05CD08,N05CD08
brotizolam,,N05CD09,N05CD09
quazepam,,N05CD10,N05CD10
loprazolam,,N05CD11,N05CD11
doxefazepam,,N05CD12,N05CD12
cinolazepam,,N05CD13,N05CD13
remimazolam,,N05CD14,N05CD14
nimetazepam,,N05CD15,N05CD15
glutethimide,,N05CE01,N05CE01
methyprylon,,N05CE02,N05CE02
pyrithyldione,,N05CE03,N05CE03
zopiclone,,N05CF01,N05CF01
zolpidem,,N05CF02,N05CF02
zaleplon,,N05CF03,N05CF03
eszopiclone,,N05CF04,N05CF04
melatonin,,N05CH01,N05CH01
ramelteon,,N05CH02,N05CH02
tasimelteon,,N05CH03,N05CH03
suvorexant,,N05CJ01,N05CJ01
lemborexant,,N05CJ02,N05CJ02
daridorexant,,N05CJ03,N05CJ03
methaqualone,,N05CM01,N05CM01
clomethiazole,,N05CM02,N05CM02
bromisoval,,N05CM03,N05CM03
carbromal,,N05CM04,N05CM04
propiomazine,,N05CM06,N05CM06
triclofos,,N05CM07,N05CM07
ethchlorvynol,,N05CM08,N05CM08
Valerianae radix,,N05CM09,N05CM09
hexapropymate,,N05CM10,N05CM10
bromides,,N05CM11,N05CM11
apronal,,N05CM12,N05CM12
valnoctamide,,N05CM13,N05CM13
methylpentynol,,N05CM15,N05CM15
niaprazine,,N05CM16,N05CM16
dexmedetomidine,,N05CM18,N05CM18
"methaqualone, combinations",,N05CX02,N05CX02
"methylpentynol, combinations",,N05CX03,N05CX03
"clomethiazole, combinations",,N05CX04,N05CX04
"emepronium, combinations",,N05CX05,N05CX05
"dipiperonylaminoethanol, combinations",,N05CX06,N05CX06
desipramine,,N06AA01,N06AA01
imipramine,,N06AA02,N06AA02
imipramine oxide,,N06AA03,N06AA03
clomipramine,,N06AA04,N06AA04
opipramol,,N06AA05,N06AA05
trimipramine,,N06AA06,N06AA06
lofepramine,,N06AA07,N06AA07
dibenzepin,,N06AA08,N06AA08
amitriptyline,,N06AA09,N06AA09
nortriptyline,,N06AA10,N06AA10
protriptyline,,N06AA11,N06AA11
iprindole,,N06AA13,N06AA13
melitracen,,N06AA14,N06AA14
butriptyline,,N06AA15,N06AA15
dosulepin,,N06AA16,N06AA16
amoxapine,,N06AA17,N06AA17
dimetacrine,,N06AA18,N06AA18
amineptine,,N06AA19,N06AA19
maprotiline,,N06AA21,N06AA21
quinupramine,,N06AA23,N06AA23
zimeldine,,N06AB02,N06AB02
fluoxetine,,N06AB03,N06AB03
citalopram,,N06AB04,N06AB04
paroxetine,,N06AB05,N06AB05
sertraline,,N06AB06,N06AB06
alaproclate,,N06AB07,N06AB07
fluvoxamine,,N06AB08,N06AB08
etoperidone,,N06AB09,N06AB09
escitalopram,,N06AB10,N06AB10
isocarboxazid,,N06AF01,N06AF01
nialamide,,N06AF02,N06AF02
phenelzine,,N06AF03,N06AF03
tranylcypromine,,N06AF04,N06AF04
iproniazide,,N06AF05,N06AF05
iproclozide,,N06AF06,N06AF06
moclobemide,,N06AG02,N06AG02
toloxatone,,N06AG03,N06AG03
oxitriptan,,N06AX01,N06AX01
tryptophan,,N06AX02,N06AX02
mianserin,,N06AX03,N06AX03
nomifensine,,N06AX04,N06AX04
trazodone,,N06AX05,N06AX05
nefazodone,,N06AX06,N06AX06
minaprine,,N06AX07,N06AX07
bifemelane,,N06AX08,N06AX08
viloxazine,,N06AX09,N06AX09
oxaflozane,,N06AX10,N06AX10
mirtazapine,,N06AX11,N06AX11
bupropion,,N06AX12,N06AX12
medifoxamine,,N06AX13,N06AX13
tianeptine,,N06AX14,N06AX14
pivagabine,,N06AX15,N06AX15
venlafaxine,,N06AX16,N06AX16
milnacipran,,N06AX17,N06AX17
reboxetine,,N06AX18,N06AX18
gepirone,,N06AX19,N06AX19
duloxetine,,N06AX21,N06AX21
agomelatine,,N06AX22,N06AX22
desvenlafaxine,,N06AX23,N06AX23
vilazodone,,N06AX24,N06AX24
Hyperici herba,,N06AX25,N06AX25
vortioxetine,,N06AX26,N06AX26
levomilnacipran,,N06AX28,N06AX28
brexanolone,,N06AX29,N06AX29
bupropion and dextromethorphan,,N06AX62,N06AX62
amfetamine,,N06BA01,N06BA01
dexamfetamine,,N06BA02,N06BA02
metamfetamine,,N06BA03,N06BA03
methylphenidate,,N06BA04,N06BA04
pemoline,,N06BA05,N06BA05
fencamfamin,,N06BA06,N06BA06
modafinil,,N06BA07,N06BA07
fenozolone,,N06BA08,N06BA08
atomoxetine,,N06BA09,N06BA09
fenetylline,,N06BA10,N06BA10
dexmethylphenidate,,N06BA11,N06BA11
lisdexamfetamine,,N06BA12,N06BA12
armodafinil,,N06BA13,N06BA13
solriamfetol,,N06BA14,N06BA14
dexmethylphenidate and serdexmethylphenidate,,N06BA15,N06BA15
propentofylline,,N06BC02,N06BC02
meclofenoxate,,N06BX01,N06BX01
pyritinol,,N06BX02,N06BX02
piracetam,,N06BX03,N06BX03
deanol,,N06BX04,N06BX04
fipexide,,N06BX05,N06BX05
citicoline,,N06BX06,N06BX06
oxiracetam,,N06BX07,N06BX07
pirisudanol,,N06BX08,N06BX08
linopirdine,,N06BX09,N06BX09
nizofenone,,N06BX10,N06BX10
aniracetam,,N06BX11,N06BX11
acetylcarnitine,,N06BX12,N06BX12
idebenone,,N06BX13,N06BX13
prolintane,,N06BX14,N06BX14
pipradrol,,N06BX15,N06BX15
pramiracetam,,N06BX16,N06BX16
adrafinil,,N06BX17,N06BX17
vinpocetine,,N06BX18,N06BX18
temgicoluril,,N06BX21,N06BX21
phenibut,,N06BX22,N06BX22
amitriptyline and psycholeptics,,N06CA01,N06CA01
melitracen and psycholeptics,,N06CA02,N06CA02
fluoxetine and psycholeptics,,N06CA03,N06CA03
tacrine,,N06DA01,N06DA01
donepezil,,N06DA02,N06DA02
rivastigmine,,N06DA03,N06DA03
galantamine,,N06DA04,N06DA04
ipidacrine,,N06DA05,N06DA05
donepezil and memantine,,N06DA52,N06DA52
"donepezil, memantine and Ginkgo folium",,N06DA53,N06DA53
memantine,,N06DX01,N06DX01
Ginkgo folium,,N06DX02,N06DX02
aducanumab,,N06DX03,N06DX03
lecanemab,,N06DX04,N06DX04
donanemab,,N06DX05,N06DX05
neostigmine,,N07AA01,N07AA01;S01EB06
pyridostigmine,,N07AA02,N07AA02
distigmine,,N07AA03,N07AA03
ambenonium,,N07AA30,N07AA30
"neostigmine, combinations",,N07AA51,N07AA51
carbachol,,N07AB01,N07AB01;S01EB02
bethanechol,,N07AB02,N07AB02
pilocarpine,,N07AX01,N07AX01;S01EB01
choline alfoscerate,,N07AX02,N07AX02
cevimeline,,N07AX03,N07AX03
nicotine,,N07BA01,N07BA01
varenicline,,N07BA03,N07BA03;S01XA28
cytisinicline,,N07BA04,N07BA04
disulfiram,,N07BB01,N07BB01;P03AA04
calcium carbimide,,N07BB02,N07BB02
acamprosate,,N07BB03,N07BB03
naltrexone,,N07BB04,N07BB04
nalmefene,,N07BB05,N07BB05
methadone,,N07BC02,N07BC02
levacetylmethadol,,N07BC03,N07BC03
lofexidine,,N07BC04,N07BC04
levomethadone,,N07BC05,N07BC05
diamorphine,,N07BC06,N07BC06
"buprenorphine, combinations",,N07BC51,N07BC51
betahistine,,N07CA01,N07CA01
cinnarizine,,N07CA02,N07CA02
flunarizine,,N07CA03,N07CA03
acetylleucine,,N07CA04,N07CA04
"cinnarizine, combinations",,N07CA52,N07CA52
tirilazad,,N07XX01,N07XX01
riluzole,,N07XX02,N07XX02
xaliproden,,N07XX03,N07XX03
amifampridine,,N07XX05,N07XX05
tetrabenazine,,N07XX06,N07XX06
fampridine,,N07XX07,N07XX07
tafamidis,,N07XX08,N07XX08
laquinimod,,N07XX10,N07XX10
pitolisant,,N07XX11,N07XX11
patisiran,,N07XX12,N07XX12
valbenazine,,N07XX13,N07XX13
edaravone,,N07XX14,N07XX14
inotersen,,N07XX15,N07XX15
deutetrabenazine,,N07XX16,N07XX16
arimoclomol,,N07XX17,N07XX17
vutrisiran,,N07XX18,N07XX18
sodium phenylbutyrate and ursodoxicoltaurine,,N07XX19,N07XX19
eplontersen,,N07XX21,N07XX21
tofersen,,N07XX22,N07XX22
troriluzole,,N07XX23,N07XX23
"dextromethorphan, combinations",,N07XX59,N07XX59
tilbroquinol,,P01AA05,P01AA05
tilbroquinol and tiliquinol,,P01AA30,P01AA30
"clioquinol, combinations",,P01AA52,P01AA52
nimorazole,,P01AB06,P01AB06
secnidazole,,P01AB07,P01AB07
metronidazole and furazolidone,,P01AB51,P01AB51
metronidazole and diloxanide,,P01AB52,P01AB52
diloxanide,,P01AC01,P01AC01
clefamide,,P01AC02,P01AC02
etofamide,,P01AC03,P01AC03
teclozan,,P01AC04,P01AC04
arsthinol,,P01AR01,P01AR01
difetarsone,,P01AR02,P01AR02
glycobiarsol,,P01AR03,P01AR03
"glycobiarsol, combinations",,P01AR53,P01AR53
chiniofon,,P01AX01,P01AX01
emetine,,P01AX02,P01AX02
phanquinone,,P01AX04,P01AX04
mepacrine,,P01AX05,P01AX05
atovaquone,,P01AX06,P01AX06
trimetrexate,,P01AX07,P01AX07
tenonitrozole,,P01AX08,P01AX08
dehydroemetine,,P01AX09,P01AX09
fumagillin,,P01AX10,P01AX10
nitazoxanide,,P01AX11,P01AX11
"emetine, combinations",,P01AX52,P01AX52
chloroquine,,P01BA01,P01BA01
hydroxychloroquine,,P01BA02,P01BA02
primaquine,,P01BA03,P01BA03
amodiaquine,,P01BA06,P01BA06
tafenoquine,,P01BA07,P01BA07
proguanil,,P01BB01,P01BB01
cycloguanil embonate,,P01BB02,P01BB02
proguanil and atovaquone,,P01BB51,P01BB51
chloroquine and proguanil,,P01BB52,P01BB52
quinine,,P01BC01,P01BC01
mefloquine,,P01BC02,P01BC02
pyrimethamine,,P01BD01,P01BD01
"pyrimethamine, combinations",,P01BD51,P01BD51
artemisinin,,P01BE01,P01BE01
artemether,,P01BE02,P01BE02
artesunate,,P01BE03,P01BE03
artemotil,,P01BE04,P01BE04
artenimol,,P01BE05,P01BE05
artemether and lumefantrine,,P01BF01,P01BF01
artesunate and mefloquine,,P01BF02,P01BF02
artesunate and amodiaquine,,P01BF03,P01BF03
"artesunate, sulfalene and pyrimethamine",,P01BF04,P01BF04
artenimol and piperaquine,,P01BF05,P01BF05
artesunate and pyronaridine,,P01BF06,P01BF06
artemisinin and piperaquine,,P01BF07,P01BF07
artemisinin and naphthoquine,,P01BF08,P01BF08
"artesunate, sulfadoxine and pyrimethamine",,P01BF09,P01BF09
halofantrine,,P01BX01,P01BX01
arterolane and piperaquine,,P01BX02,P01BX02
benznidazole,,P01CA02,P01CA02
fexinidazole,,P01CA03,P01CA03
meglumine antimonate,,P01CB01,P01CB01
sodium stibogluconate,,P01CB02,P01CB02
nifurtimox,,P01CC01,P01CC01
melarsoprol,,P01CD01,P01CD01
pentamidine isethionate,,P01CX01,P01CX01
suramin sodium,,P01CX02,P01CX02
miltefosine,,P01CX04,P01CX04
praziquantel,,P02BA01,P02BA01
oxamniquine,,P02BA02,P02BA02
arpraziquantel,,P02BA03,P02BA03
metrifonate,,P02BB01,P02BB01
niridazole,,P02BX02,P02BX02
stibophen,,P02BX03,P02BX03
triclabendazole,,P02BX04,P02BX04
mebendazole,,P02CA01,P02CA01
albendazole,,P02CA03,P02CA03
ciclobendazole,,P02CA04,P02CA04
flubendazole,,P02CA05,P02CA05
fenbendazole,,P02CA06,P02CA06
"mebendazole, combinations",,P02CA51,P02CA51
piperazine,,P02CB01,P02CB01
diethylcarbamazine,,P02CB02,P02CB02
pyrantel,,P02CC01,P02CC01
oxantel,,P02CC02,P02CC02
levamisole,,P02CE01,P02CE01
pyrvinium,,P02CX01,P02CX01
bephenium,,P02CX02,P02CX02
moxidectin,,P02CX03,P02CX03
niclosamide,,P02DA01,P02DA01
desaspidin,,P02DX01,P02DX01
dichlorophen,,P02DX02,P02DX02
dixanthogen,,P03AA01,P03AA01
potassium polysulfide,,P03AA02,P03AA02
thiram,,P03AA05,P03AA05
"disulfiram, combinations",,P03AA54,P03AA54
clofenotane,,P03AB01,P03AB01
lindane,,P03AB02,P03AB02
"clofenotane, combinations",,P03AB51,P03AB51
pyrethrum,,P03AC01,P03AC01
bioallethrin,,P03AC02,P03AC02
phenothrin,,P03AC03,P03AC03
permethrin,,P03AC04,P03AC04
"pyrethrum, combinations",,P03AC51,P03AC51
"bioallethrin, combinations",,P03AC52,P03AC52
"phenothrin, combinations",,P03AC53,P03AC53
"permethrin, combinations",,P03AC54,P03AC54
benzyl benzoate,,P03AX01,P03AX01
copper oleinate,,P03AX02,P03AX02
malathion,,P03AX03,P03AX03
quassia,,P03AX04,P03AX04
dimeticone,,P03AX05,P03AX05
benzyl alcohol,,P03AX06,P03AX06
abametapir,,P03AX07,P03AX07
cyfluthrin,,P03BA01,P03BA01
cypermethrin,,P03BA02,P03BA02
decamethrin,,P03BA03,P03BA03
tetramethrin,,P03BA04,P03BA04
diethyltoluamide,,P03BX01,P03BX01
dimethylphthalate,,P03BX02,P03BX02
dibutylphthalate,,P03BX03,P03BX03
dibutylsuccinate,,P03BX04,P03BX04
dimethylcarbate,,P03BX05,P03BX05
etohexadiol,,P03BX06,P03BX06
cyclopentamine,,R01AA02,R01AA02
tetryzoline,,R01AA06,R01AA06;R01AB03;S01GA02
xylometazoline,,R01AA07,R01AA07;R01AB06;S01GA03
naphazoline,,R01AA08,R01AA08;R01AB02;S01GA01
tramazoline,,R01AA09,R01AA09
metizoline,,R01AA10,R01AA10
tuaminoheptane,,R01AA11,R01AA11;R01AB08
fenoxazoline,,R01AA12,R01AA12
tymazoline,,R01AA13,R01AA13
indanazoline,,R01AA15,R01AA15
levocabastine,,R01AC02,R01AC02;S01GX02
azelastine,,R01AC03,R01AC03;R06AX19;S01GX07
antazoline,,R01AC04,R01AC04;R06AX05
spaglumic acid,,R01AC05,R01AC05;S01GX03
nedocromil,,R01AC07,R01AC07;R03BC03;S01GX04
olopatadine,,R01AC08,R01AC08;S01GX09
"cromoglicic acid, combinations",,R01AC51,R01AC51;S01GX51
flunisolide,,R01AD04,R01AD04;R03BA03
fluticasone furoate,,R01AD12,R01AD12;R03BA09
ciclesonide,,R01AD13,R01AD13;R03BA08
"dexamethasone, combinations",,R01AD53,R01AD53
"tixocortol, combinations",,R01AD57,R01AD57
"fluticasone, combinations",,R01AD58,R01AD58
"mometasone, combinations",,R01AD59,R01AD59
"hydrocortisone, combinations",,R01AD60,R01AD60
calcium hexamine thiocyanate,,R01AX01,R01AX01
ipratropium bromide,,R01AX03,R01AX03;R03BB01
ritiometan,,R01AX05,R01AX05
phenylpropanolamine,,R01BA01,R01BA01
pseudoephedrine,,R01BA02,R01BA02
"phenylpropanolamine, combinations",,R01BA51,R01BA51
"pseudoephedrine, combinations",,R01BA52,R01BA52
"phenylephrine, combinations",,R01BA53,R01BA53;S01GA55
ambazone,,R02AA01,R02AA01
dichlorobenzyl alcohol,,R02AA03,R02AA03
benzethonium,,R02AA09,R02AA09
myristyl-benzalkonium,,R02AA10,R02AA10
hexylresorcinol,,R02AA12,R02AA12
acriflavinium chloride,,R02AA13,R02AA13
fusafungine,,R02AB03,R02AB03
gramicidin,,R02AB30,R02AB30
ambroxol,,R02AD05,R02AD05;R05CB06
orciprenaline,,R03AB03,R03AB03;R03CB03
salbutamol,,R03AC02,R03AC02;R03CC02
terbutaline,,R03AC03,R03AC03;R03CC03
rimiterol,,R03AC05,R03AC05
hexoprenaline,,R03AC06,R03AC06;R03CC05
isoetarine,,R03AC07,R03AC07;R03CC06
pirbuterol,,R03AC08,R03AC08;R03CC07
tretoquinol,,R03AC09,R03AC09;R03CC09
carbuterol,,R03AC10,R03AC10;R03CC10
tulobuterol,,R03AC11,R03AC11;R03CC11
salmeterol,,R03AC12,R03AC12
formoterol,,R03AC13,R03AC13;R03CC15
clenbuterol,,R03AC14,R03AC14;R03CC13
reproterol,,R03AC15,R03AC15;R03CC14
procaterol,,R03AC16,R03AC16;R03CC08
bitolterol,,R03AC17,R03AC17
indacaterol,,R03AC18,R03AC18
olodaterol,,R03AC19,R03AC19
epinephrine and other drugs for obstructive airway diseases,,R03AK01,R03AK01
isoprenaline and other drugs for obstructive airway diseases,,R03AK02,R03AK02
salbutamol and sodium cromoglicate,,R03AK04,R03AK04
reproterol and sodium cromoglicate,,R03AK05,R03AK05
salmeterol and fluticasone,,R03AK06,R03AK06
formoterol and budesonide,,R03AK07,R03AK07
formoterol and beclometasone,,R03AK08,R03AK08
formoterol and mometasone,,R03AK09,R03AK09
vilanterol and fluticasone furoate,,R03AK10,R03AK10
formoterol and fluticasone,,R03AK11,R03AK11
salmeterol and budesonide,,R03AK12,R03AK12
salbutamol and beclometasone,,R03AK13,R03AK13
indacaterol and mometasone,,R03AK14,R03AK14
salbutamol and budesonide,,R03AK15,R03AK15
fenoterol and ipratropium bromide,,R03AL01,R03AL01
salbutamol and ipratropium bromide,,R03AL02,R03AL02
vilanterol and umeclidinium bromide,,R03AL03,R03AL03
indacaterol and glycopyrronium bromide,,R03AL04,R03AL04
formoterol and aclidinium bromide,,R03AL05,R03AL05
olodaterol and tiotropium bromide,,R03AL06,R03AL06
formoterol and glycopyrronium bromide,,R03AL07,R03AL07
"vilanterol, umeclidinium bromide and fluticasone furoate",,R03AL08,R03AL08
"formoterol, glycopyrronium bromide and beclometasone",,R03AL09,R03AL09
formoterol and tiotropium bromide,,R03AL10,R03AL10
"formoterol, glycopyrronium bromide and budesonide",,R03AL11,R03AL11
"indacaterol, glycopyrronium bromide and mometasone",,R03AL12,R03AL12
oxitropium bromide,,R03BB02,R03BB02
stramoni preparations,,R03BB03,R03BB03
tiotropium bromide,,R03BB04,R03BB04
aclidinium bromide,,R03BB05,R03BB05
umeclidinium bromide,,R03BB07,R03BB07
revefenacin,,R03BB08,R03BB08
"tiotropium bromide, combinations",,R03BB54,R03BB54
fenspiride,,R03BX01,R03BX01;R03DX03
methoxyphenamine,,R03CB02,R03CB02
"isoprenaline, combinations",,R03CB51,R03CB51
"orciprenaline, combinations",,R03CB53,R03CB53
bambuterol,,R03CC12,R03CC12
"terbutaline, combinations",,R03CC53,R03CC53
clenbuterol and ambroxol,,R03CC63,R03CC63
diprophylline,,R03DA01,R03DA01
choline theophyllinate,,R03DA02,R03DA02
proxyphylline,,R03DA03,R03DA03
theophylline,,R03DA04,R03DA04
aminophylline,,R03DA05,R03DA05
etamiphylline,,R03DA06,R03DA06
bamifylline,,R03DA08,R03DA08
acefylline piperazine,,R03DA09,R03DA09
bufylline,,R03DA10,R03DA10
doxofylline,,R03DA11,R03DA11
mepyramine theophyllinacetate,,R03DA12,R03DA12
combinations of xanthines,,R03DA20,R03DA20
"diprophylline, combinations",,R03DA51,R03DA51
"theophylline, combinations excl. psycholeptics",,R03DA54,R03DA54
"aminophylline, combinations",,R03DA55,R03DA55
"theobromine, combinations",,R03DA57,R03DA57
"theophylline, combinations with psycholeptics",,R03DA74,R03DA74
diprophylline and adrenergics,,R03DB01,R03DB01
choline theophyllinate and adrenergics,,R03DB02,R03DB02
proxyphylline and adrenergics,,R03DB03,R03DB03
theophylline and adrenergics,,R03DB04,R03DB04
aminophylline and adrenergics,,R03DB05,R03DB05
etamiphylline and adrenergics,,R03DB06,R03DB06
zafirlukast,,R03DC01,R03DC01
pranlukast,,R03DC02,R03DC02
montelukast,,R03DC03,R03DC03
ibudilast,,R03DC04,R03DC04
"montelukast, combinations",,R03DC53,R03DC53
eprozinol,,R03DX02,R03DX02
omalizumab,,R03DX05,R03DX05
seratrodast,,R03DX06,R03DX06
reslizumab,,R03DX08,R03DX08
mepolizumab,,R03DX09,R03DX09
benralizumab,,R03DX10,R03DX10
tezepelumab,,R03DX11,R03DX11
tyloxapol,,R05CA01,R05CA01
potassium iodide,,R05CA02,R05CA02;S01XA04;V03AB21
guaifenesin,,R05CA03,R05CA03
ipecacuanha,,R05CA04,R05CA04;V03AB01
altheae radix,,R05CA05,R05CA05
senega,,R05CA06,R05CA06
antimony pentasulfide,,R05CA07,R05CA07
creosote,,R05CA08,R05CA08
guaiacolsulfonate,,R05CA09,R05CA09
levoverbenone,,R05CA11,R05CA11
Hederae helicis folium,,R05CA12,R05CA12
cineole,,R05CA13,R05CA13
acetylcysteine,,R05CB01,R05CB01;S01XA08;V03AB23
bromhexine,,R05CB02,R05CB02
carbocisteine,,R05CB03,R05CB03
eprazinone,,R05CB04,R05CB04
mesna,,R05CB05,R05CB05;V03AF01
sobrerol,,R05CB07,R05CB07
domiodol,,R05CB08,R05CB08
letosteine,,R05CB09,R05CB09
stepronin,,R05CB11,R05CB11
dornase alfa (desoxyribonuclease),,R05CB13,R05CB13
neltenexine,,R05CB14,R05CB14
erdosteine,,R05CB15,R05CB15
ethylmorphine,,R05DA01,R05DA01;S01XA06
hydrocodone,,R05DA03,R05DA03
codeine,,R05DA04,R05DA04
opium alkaloids with morphine,,R05DA05,R05DA05
normethadone,,R05DA06,R05DA06
noscapine,,R05DA07,R05DA07
pholcodine,,R05DA08,R05DA08
dextromethorphan,,R05DA09,R05DA09
thebacon,,R05DA10,R05DA10
dimemorfan,,R05DA11,R05DA11
acetyldihydrocodeine,,R05DA12,R05DA12
benzonatate,,R05DB01,R05DB01
benproperine,,R05DB02,R05DB02
clobutinol,,R05DB03,R05DB03
isoaminile,,R05DB04,R05DB04
pentoxyverine,,R05DB05,R05DB05
oxolamine,,R05DB07,R05DB07
oxeladin,,R05DB09,R05DB09
clofedanol,,R05DB10,R05DB10
pipazetate,,R05DB11,R05DB11
bibenzonium bromide,,R05DB12,R05DB12
butamirate,,R05DB13,R05DB13
fedrilate,,R05DB14,R05DB14
zipeprol,,R05DB15,R05DB15
dibunate,,R05DB16,R05DB16
droxypropine,,R05DB17,R05DB17
prenoxdiazine,,R05DB18,R05DB18
dropropizine,,R05DB19,R05DB19
cloperastine,,R05DB21,R05DB21
meprotixol,,R05DB22,R05DB22
piperidione,,R05DB23,R05DB23
tipepidine,,R05DB24,R05DB24
morclofone,,R05DB25,R05DB25
nepinalone,,R05DB26,R05DB26
levodropropizine,,R05DB27,R05DB27
dimethoxanate,,R05DB28,R05DB28
gefapixant,,R05DB29,R05DB29
opium derivatives and mucolytics,,R05FA01,R05FA01
opium derivatives and expectorants,,R05FA02,R05FA02
cough suppressants and mucolytics,,R05FB01,R05FB01
cough suppressants and expectorants,,R05FB02,R05FB02
bromazine,,R06AA01,R06AA01
diphenylpyraline,,R06AA07,R06AA07
carbinoxamine,,R06AA08,R06AA08
doxylamine,,R06AA09,R06AA09
trimethobenzamide,,R06AA10,R06AA10
dimenhydrinate,,R06AA11,R06AA11
"diphenhydramine, combinations",,R06AA52,R06AA52
"clemastine, combinations",,R06AA54,R06AA54
"chlorphenoxamine, combinations",,R06AA56,R06AA56
"diphenylpyraline, combinations",,R06AA57,R06AA57
"doxylamine, combinations",,R06AA59,R06AA59
"dimenhydrinate, combinations",,R06AA61,R06AA61
brompheniramine,,R06AB01,R06AB01
dexchlorpheniramine,,R06AB02,R06AB02
chlorphenamine,,R06AB04,R06AB04
dexbrompheniramine,,R06AB06,R06AB06
talastine,,R06AB07,R06AB07
"brompheniramine, combinations",,R06AB51,R06AB51
"dexchlorpheniramine, combinations",,R06AB52,R06AB52
"chlorphenamine, combinations",,R06AB54,R06AB54
"dexbrompheniramine, combinations",,R06AB56,R06AB56
histapyrrodine,,R06AC02,R06AC02
methapyrilene,,R06AC05,R06AC05
"histapyrrodine, combinations",,R06AC52,R06AC52
"chloropyramine, combinations",,R06AC53,R06AC53
alimemazine,,R06AD01,R06AD01
thiethylperazine,,R06AD03,R06AD03
methdilazine,,R06AD04,R06AD04
hydroxyethylpromethazine,,R06AD05,R06AD05
thiazinam,,R06AD06,R06AD06
mequitazine,,R06AD07,R06AD07
oxomemazine,,R06AD08,R06AD08
"promethazine, combinations",,R06AD52,R06AD52
"hydroxyethylpromethazine, combinations",,R06AD55,R06AD55
buclizine,,R06AE01,R06AE01
cyclizine,,R06AE03,R06AE03
chlorcyclizine,,R06AE04,R06AE04
meclozine,,R06AE05,R06AE05
oxatomide,,R06AE06,R06AE06
cetirizine,,R06AE07,R06AE07;S01GX12
levocetirizine,,R06AE09,R06AE09
"buclizine, combinations",,R06AE51,R06AE51
"cyclizine, combinations",,R06AE53,R06AE53
